20180423,11:54:55,sleep_usbin_notcharging,25000,24,24,24,24,256
20180423,11:55:55,sleep_usbin_notcharging,25000,24,24,24,24,256
20180423,11:56:55,sleep_usbin_notcharging,25000,25,24,25,24,262
20180423,11:57:56,sleep_usbin_notcharging,25000,24,24,24,24,259
20180423,11:58:56,sleep_usbin_notcharging,25000,24,24,24,24,259
20180423,11:59:56,sleep_usbin_notcharging,25000,24,24,25,24,259
20180423,12:00:57,sleep_usbin_notcharging,25000,24,24,25,24,259
20180423,12:01:57,sleep_usbin_notcharging,25000,24,24,25,24,259
20180423,12:02:58,sleep_usbin_notcharging,25000,24,24,25,24,259
20180423,12:03:58,sleep_usbin_notcharging,25000,24,24,25,24,259
20180423,12:04:58,sleep_usbin_notcharging,25000,24,24,25,24,259
20180423,12:05:59,sleep_usbin_notcharging,25000,24,24,25,24,259
20180423,12:06:59,sleep_usbin_notcharging,25000,24,24,25,24,259
20180423,12:08:00,sleep_usbin_notcharging,25000,24,24,25,24,262
20180423,12:09:00,sleep_usbin_notcharging,25000,24,24,25,24,259
20180423,12:10:00,sleep_usbin_notcharging,25000,24,24,25,24,259
20180423,12:11:01,sleep_usbin_notcharging,25000,24,24,25,24,259
20180423,12:12:01,sleep_usbin_notcharging,25000,24,24,25,24,259
20180423,12:13:01,sleep_usbin_notcharging,25000,24,24,25,24,259
20180423,12:14:02,sleep_usbin_notcharging,25000,25,24,25,24,259
20180423,12:15:02,sleep_usbin_notcharging,25000,24,24,25,24,259
20180423,12:16:03,sleep_usbin_notcharging,25000,24,24,25,24,259
20180423,12:17:03,sleep_usbin_notcharging,25000,25,24,25,24,262
