20180424,13:47:10,05_3D255_USBIn_NotCharging,33000,33,34,34,33,349
20180424,13:48:10,05_3D255_USBIn_NotCharging,33000,34,34,34,33,349
20180424,13:49:11,05_3D255_USBIn_NotCharging,34000,34,35,34,33,349
20180424,13:50:11,05_3D255_USBIn_NotCharging,34000,34,35,34,34,352
20180424,13:51:12,05_3D255_USBIn_NotCharging,34000,35,35,35,34,358
20180424,13:52:12,05_3D255_USBIn_NotCharging,35000,35,35,35,35,361
20180424,13:53:12,05_3D255_USBIn_NotCharging,35000,35,35,35,35,361
20180424,13:54:13,05_3D255_USBIn_NotCharging,35000,35,36,35,35,358
20180424,13:55:13,05_3D255_USBIn_NotCharging,35000,35,36,35,35,365
20180424,13:56:13,05_3D255_USBIn_NotCharging,35000,35,36,35,35,361
20180424,13:57:14,05_3D255_USBIn_NotCharging,35000,35,36,35,35,368
20180424,13:58:14,05_3D255_USBIn_NotCharging,35000,35,36,36,35,368
20180424,13:59:14,05_3D255_USBIn_NotCharging,36000,36,36,36,35,365
20180424,14:00:15,05_3D255_USBIn_NotCharging,36000,36,36,36,36,371
20180424,14:01:15,05_3D255_USBIn_NotCharging,36000,36,36,36,35,368
20180424,14:02:15,05_3D255_USBIn_NotCharging,36000,36,37,36,35,368
20180424,14:03:16,05_3D255_USBIn_NotCharging,36000,36,37,36,36,368
20180424,14:04:16,05_3D255_USBIn_NotCharging,36000,36,37,36,36,368
